loan_origination_date,report_date,default_date,loan_age_m,credit_utilization,dpd,internal_score,age,macro_gdp_growth,macro_unemployment,macro_interest_rate,LGD,EAD,default_flag,account_id,employment_status,marital_status,dependents,region,stage
9/30/2019,6/1/2022,,33,0.46,120,706,63,2.71,8.03,2.75,0.486933734,71166.74736,0,6967106,Self-Employed,Single,1,South,3
2/16/2019,9/1/2023,12/5/2023,55,0.08,157,324,63,1.35,7.94,3.2,0.15,23046.45801,1,8983372,Unemployed,Divorced,4,East,3
2/20/2018,3/1/2023,,61,0.14,5,764,46,2.82,4.68,3.39,0.292558375,53511.93929,0,7389690,Retired,Single,1,North,1
5/31/2015,9/1/2024,,112,1,55,807,56,1.38,6.86,2.92,0.688784051,146918.0938,0,1739574,Employed,Married,1,North,2
1/9/2015,6/1/2023,11/28/2023,101,1,113,444,63,1.61,5.94,2.89,0.7,195710.6291,1,7094467,Employed,Married,1,East,3
9/2/2020,11/1/2024,2/15/2025,50,1,129,472,64,-0.46,3.71,2.43,0.7,194841.8881,1,2429290,Employed,Single,3,South,3
8/26/2020,6/1/2022,8/2/2022,22,0.57,0,867,29,1.79,4.46,2.94,0.520477777,87877.77323,1,9642979,Employed,Married,4,South,1
6/20/2018,10/1/2023,9/12/2024,64,0.76,93,429,41,1.25,3.23,2.25,0.548631902,107449.3147,1,2888806,Unemployed,Married,3,West,3
4/30/2018,10/1/2024,9/20/2025,78,0.45,0,611,69,1.23,5.18,1.83,0.342568979,86444.76093,1,6595956,Unemployed,Married,3,East,2
4/8/2015,12/1/2024,,116,1,149,636,44,1.63,6.32,3.85,0.7,148049.5011,0,3755423,Employed,Married,2,East,3
10/14/2016,11/1/2022,,73,0.99,138,609,27,1.45,4.74,3.01,0.688825968,130368.8957,0,9652233,Employed,Married,0,South,3
1/17/2018,10/1/2023,3/5/2024,69,1,101,343,52,1.22,3.52,3.05,0.7,180624.7731,1,4441628,Employed,Married,0,West,3
12/26/2021,6/1/2024,10/17/2024,30,0.98,127,654,25,1.27,5.78,3.12,0.7,176328.9477,1,7702692,Employed,Married,1,North,3
8/3/2016,7/1/2022,11/15/2022,71,1,116,512,40,1.59,4.41,3.44,0.648402238,158110.2321,1,3430992,Employed,Married,2,West,3
2/13/2016,10/1/2022,3/17/2023,80,0.78,129,395,29,2.13,5.79,2.72,0.608774545,96742.70493,1,6393455,Employed,Single,3,South,3
7/5/2018,11/1/2022,5/18/2023,52,0.5,107,352,31,1.65,7.04,2.06,0.395505262,55409.47498,1,5472089,Employed,Single,1,East,3
3/14/2018,5/1/2024,,74,0.81,3,537,40,2.13,4.45,2.09,0.588891532,128644.5858,0,2615777,Employed,Single,2,East,2
11/25/2021,10/1/2023,,23,0.23,2,656,34,1.34,5.53,3.88,0.280113948,29502.57931,0,1131936,Employed,Single,3,South,2
4/17/2017,10/1/2024,9/19/2025,90,0.54,85,362,59,2.55,5.67,2.11,0.371988907,79178.14136,1,4287093,Retired,Divorced,4,East,2
9/1/2018,5/1/2023,4/18/2024,56,1,92,413,55,2.15,2.92,3.14,0.661058148,175439.2631,1,6648393,Employed,Single,1,North,3
1/27/2015,9/1/2023,1/18/2024,104,1,104,548,51,3.39,4.32,2.76,0.7,169663.5863,1,1491036,Self-Employed,Married,0,West,3
4/30/2021,1/1/2024,4/13/2024,33,0,108,317,54,2.59,5.22,3.32,0.194309559,32562.85361,1,4617556,Self-Employed,Married,2,East,3
2/25/2016,6/1/2022,,76,0.92,1,618,40,1.04,3.61,3.16,0.652868021,123187.5355,0,8797698,Self-Employed,Single,2,North,2
1/28/2018,6/1/2024,10/30/2024,77,0.19,9,554,32,0.54,6,2.93,0.266656173,26636.16863,1,1483442,Employed,Single,1,North,2
12/19/2018,9/1/2023,,57,0.6,25,872,64,2.16,4.54,3.27,0.465287875,110179.6339,0,1872328,Self-Employed,Married,2,West,2
5/27/2021,12/1/2022,,19,0.08,0,734,52,0.69,3.82,2.96,0.261829169,25961.56682,0,9210880,Employed,Divorced,1,North,1
11/23/2021,11/1/2024,,36,0.7,0,664,53,0.76,3.96,2.71,0.524982371,140647.6077,0,8291916,Employed,Married,0,West,2
3/13/2016,2/1/2024,,95,0.13,114,566,62,0.76,4.35,3.62,0.233092105,32910.73412,0,3026110,Employed,Single,2,East,3
9/10/2018,11/1/2024,12/25/2024,74,0.69,44,715,23,1.77,6.57,3.1,0.586801507,145462.1821,1,2730085,Employed,Single,0,North,2
11/12/2019,5/1/2023,,42,1,132,731,39,1.86,5.21,2.52,0.661131426,165800.356,0,2493551,Unemployed,Widowed,1,East,3
12/27/2015,11/1/2023,3/14/2024,95,0.95,130,326,40,1.49,5.25,3.51,0.7,168743.349,1,9464848,Employed,Single,3,South,3
6/5/2020,9/1/2023,,39,0.87,0,482,29,1.77,6.41,3.65,0.55197693,129029.7011,0,1843523,Employed,Married,3,North,2
8/14/2015,11/1/2022,,87,0.23,0,643,36,2.86,2.17,2.49,0.357982107,39785.74424,0,2035891,Employed,Married,3,East,1
11/11/2018,3/1/2022,5/16/2022,40,1,148,524,67,3.28,6.14,3.46,0.681366221,173218.8881,1,8775679,Employed,Married,1,West,3
4/23/2018,1/1/2024,,69,0.64,28,418,64,-0.65,4.12,2.89,0.489865063,133259.5634,0,9306461,Employed,Married,1,North,2
7/6/2016,5/1/2023,12/9/2023,82,1,117,336,22,3.09,5.59,3.3,0.605499491,169584.739,1,1325437,Unemployed,Married,4,West,3
10/25/2017,1/1/2022,5/12/2022,51,1,116,847,41,2.69,6.07,3.89,0.677260264,153336.5646,1,4257945,Employed,Married,0,East,3
1/14/2018,6/1/2024,,77,0.25,89,672,60,2.52,4.88,3.14,0.235509673,70046.70059,0,7360756,Employed,Single,4,North,2
11/28/2019,10/1/2023,,47,0.23,0,814,39,4.17,5.91,2.67,0.246117683,2000,0,8417874,Employed,Divorced,4,East,1
8/12/2018,10/1/2023,,62,0.38,20,555,34,2.03,5.74,2.7,0.352134452,33555.30997,0,7097091,Employed,Single,1,West,2
3/6/2015,1/1/2022,,82,1,59,893,40,1.18,4.2,3.41,0.7,168632.6845,0,7592910,Employed,Single,3,East,2
9/13/2020,3/1/2022,,18,0.8,5,863,53,2.25,3.57,3.95,0.600380168,125282.1671,0,4816446,Unemployed,Married,0,North,2
12/5/2015,11/1/2022,,83,0.24,113,763,68,3.27,4.85,2.47,0.297383833,53110.27302,0,9910762,Unemployed,Single,0,East,3
1/22/2021,6/1/2022,9/29/2022,17,1,0,720,27,1.54,4.23,2.89,0.645224031,156288.1504,1,6359462,Retired,Married,1,East,2
4/23/2015,3/1/2023,,95,0.27,18,413,37,2.2,5.83,2.89,0.254462296,56918.91389,0,8946232,Employed,Single,3,North,2
5/27/2016,9/1/2023,10/21/2023,88,0.95,126,657,25,1.41,5.11,3.01,0.7,131211.9436,1,5961914,Employed,Married,4,West,3
3/9/2016,12/1/2024,,105,0.28,0,503,53,0.36,7.23,3.82,0.267239948,58409.72172,0,7270016,Employed,Married,0,West,2
1/27/2018,1/1/2023,,60,1,108,837,44,1.68,6.53,3.53,0.7,174888.2906,0,2043233,Employed,Married,2,West,3
1/15/2016,4/1/2022,,75,0.52,0,892,56,0.85,3.67,3.92,0.42384694,107411.0121,0,3676517,Employed,Married,0,North,2
12/10/2015,10/1/2022,,82,0.09,2,691,53,3.35,7.1,2.84,0.199614397,58771.08589,0,9611474,Employed,Married,2,East,2
12/19/2020,4/1/2023,2/16/2024,28,1,90,532,32,3.87,5.47,3.62,0.7,159881.9689,1,4681262,Employed,Single,1,South,3
1/2/2021,6/1/2023,2/23/2024,29,0.75,99,473,26,1.46,4.97,3.48,0.626094621,122978.2217,1,9686283,Self-Employed,Married,3,South,3
1/23/2015,6/1/2024,,113,0.62,16,334,28,4.79,4.38,2.9,0.485459372,67536.55072,0,2008923,Employed,Single,1,East,2
10/12/2015,11/1/2024,10/9/2025,109,0.32,129,376,66,3.07,6.91,2.84,0.306587847,42371.77198,1,2857845,Unemployed,Single,3,South,3
3/13/2021,2/1/2023,,23,0.03,3,558,35,1.65,5.71,3.39,0.163703978,5638.35852,0,2908911,Employed,Divorced,4,East,1
12/6/2017,12/1/2022,,60,0.53,3,663,30,3.92,3.69,2.98,0.458397876,105506.391,0,8144013,Self-Employed,Married,3,East,2
6/6/2015,7/1/2024,,109,1,120,706,32,3.53,8.17,3.19,0.7,142779.9775,0,6532410,Self-Employed,Married,1,North,3
6/16/2017,4/1/2023,12/20/2023,70,1,102,382,49,2.16,6.51,3.14,0.7,170926.8004,1,3869729,Unemployed,Single,2,North,3
9/21/2018,2/1/2023,,53,0.48,5,790,37,1.39,4.85,3.34,0.444944315,76967.56566,0,2135964,Employed,Divorced,1,South,1
1/13/2016,8/1/2022,,79,0.4,124,800,53,0.95,5.54,3.05,0.451917987,61456.6377,0,1998899,Unemployed,Divorced,4,South,3
6/13/2021,3/1/2024,12/14/2024,33,1,114,524,21,1.49,4.69,3.2,0.7,159977.8794,1,1239779,Employed,Married,1,East,3
6/3/2020,8/1/2024,,50,0.14,1,313,65,1.92,4.89,3.09,0.242582643,18176.87255,0,4602279,Self-Employed,Married,1,North,2
4/14/2018,5/1/2024,,73,0.09,0,398,42,2.71,5.71,1.94,0.15,9919.255038,0,5914082,Self-Employed,Married,1,East,2
8/19/2021,10/1/2023,2/8/2024,26,1,122,428,62,2.33,7.11,2.19,0.568463493,120904.2819,1,5532688,Employed,Married,1,East,3
3/4/2016,5/1/2022,10/9/2022,74,1,109,399,44,4.1,5.85,2.87,0.7,150040.9159,1,1721037,Self-Employed,Widowed,2,South,3
7/1/2017,3/1/2023,,68,0.16,0,588,33,2.23,5.54,2.84,0.233258788,19400.63708,0,9202637,Employed,Married,2,North,2
5/20/2021,2/1/2024,,33,0.32,2,370,24,1.93,5.43,2.49,0.300260866,42680.38021,0,2196311,Unemployed,Single,3,North,2
1/4/2015,3/1/2023,12/18/2023,98,0.97,102,333,26,1.62,3.8,2.86,0.69567651,158837.4613,1,7083059,Unemployed,Married,1,North,3
8/13/2020,7/1/2023,12/8/2023,35,0.5,138,357,49,0.86,6.76,2.92,0.421979814,93172.63906,1,1291464,Employed,Married,2,North,3
9/4/2015,10/1/2022,4/1/2023,85,1,114,439,34,0.17,4.55,2.68,0.7,159643.8901,1,8242447,Employed,Married,3,North,3
8/10/2017,5/1/2024,,81,0.73,5,883,45,2.73,2.56,3.48,0.555805543,134408.3038,0,9526086,Self-Employed,Divorced,2,East,1
12/14/2017,5/1/2023,8/14/2023,65,0.94,108,306,25,0.08,6.32,2.28,0.629653836,157511.2385,1,2491633,Retired,Single,0,North,3
7/30/2019,5/1/2022,,34,1,16,769,60,-0.14,3.92,3.47,0.7,149098.8762,0,7952314,Employed,Single,3,North,2
9/9/2020,3/1/2024,2/21/2025,42,1,28,724,45,0.71,3.45,2.85,0.689143446,145742.8743,1,2726199,Unemployed,Married,0,South,2
9/18/2017,10/1/2024,,85,0.67,120,720,50,0.24,4.45,1.6,0.544826834,111756.4447,0,6432019,Employed,Single,4,East,3
10/22/2015,12/1/2024,2/7/2025,110,1,117,536,42,2.75,5.06,2.55,0.676129465,166475.3422,1,4185714,Self-Employed,Divorced,1,East,3
11/18/2019,12/1/2024,,61,0.59,0,820,40,2.68,4.81,2.77,0.442008656,121456.8861,0,5610146,Employed,Widowed,4,North,2
10/25/2016,8/1/2023,7/11/2024,82,0.65,103,823,26,1.73,7.29,4.07,0.511708412,126323.4609,1,1134055,Employed,Married,0,South,3
6/8/2017,5/1/2023,2/5/2024,71,0.75,90,474,24,1.61,2.96,2.75,0.563141432,106670.5399,1,1807744,Employed,Divorced,4,South,3
9/2/2021,5/1/2022,2/21/2023,8,0.04,123,521,36,2.18,6.99,3.19,0.195991352,8959.874397,1,6451973,Employed,Married,3,North,3
9/16/2020,9/1/2022,,24,0.9,56,749,22,1.21,1.83,3.16,0.631567712,153420.3561,0,9454561,Retired,Widowed,1,South,2
1/26/2018,1/1/2023,11/3/2023,60,0.95,115,515,46,3.16,4.44,3.67,0.580682011,168859.9556,1,5327858,Self-Employed,Married,0,West,3
2/24/2018,4/1/2024,,74,0.33,104,353,63,2.09,5.71,3.39,0.309861306,73279.38937,0,9437482,Employed,Divorced,0,East,3
9/21/2016,2/1/2023,,77,0.13,89,743,46,2.05,7.7,2.53,0.261190923,23222.44334,0,9914438,Employed,Widowed,3,South,2
6/4/2016,4/1/2022,2/15/2023,70,0.65,137,442,48,3.32,5.87,3.1,0.492631196,77419.54695,1,4690583,Retired,Widowed,3,North,3
3/30/2016,4/1/2024,,97,0.32,0,628,62,3.6,3.99,2.25,0.31368083,33021.27248,0,2721610,Self-Employed,Single,0,North,2
4/12/2021,7/1/2024,6/5/2025,39,1,90,343,31,2.9,4.92,2.76,0.7,160452.6703,1,7407054,Employed,Married,4,North,3
1/15/2021,11/1/2022,6/27/2023,22,0.14,115,407,48,0.72,6.44,2.79,0.191401339,32844.51159,1,8565991,Retired,Widowed,0,West,3
6/9/2018,10/1/2023,,64,0.4,95,320,26,2.08,3.87,4.22,0.292859839,43026.41253,0,7071845,Unemployed,Married,2,East,3
3/5/2021,2/1/2024,,35,1,0,750,42,1.86,3.32,1.78,0.691968444,155891.3922,0,6761703,Unemployed,Married,1,East,2
2/13/2020,5/1/2022,,27,1,3,624,53,0.94,4.76,2.43,0.675791302,167624.4871,0,7243490,Retired,Divorced,1,South,2
5/12/2019,11/1/2023,8/3/2024,54,0.27,90,611,62,1.76,3.63,2.82,0.250187684,22475.46685,1,2577969,Self-Employed,Single,0,North,3
5/14/2018,12/1/2023,,67,0.74,0,687,31,0.96,5.62,2.2,0.548231077,138099.944,0,3298756,Employed,Married,2,West,2
4/7/2017,12/1/2024,,92,0.77,18,593,43,1.4,3.75,3.25,0.598075282,112949.377,0,9415414,Employed,Divorced,3,North,2
7/5/2020,8/1/2022,10/8/2022,25,1,146,405,57,1.55,5.08,3.36,0.699535572,180152.2623,1,3365885,Retired,Married,2,North,3
4/19/2016,6/1/2024,,98,0.47,0,803,34,2.95,1.25,3.18,0.423849054,64830.95108,0,2161068,Unemployed,Single,0,West,2
11/21/2017,9/1/2022,,58,0.22,0,478,27,0.74,5.4,3.29,0.361670385,17467.49034,0,2755692,Employed,Married,2,West,2
9/23/2016,8/1/2022,,71,0.96,0,703,60,1.8,4.31,2.78,0.660856057,139837.2602,0,5151785,Employed,Married,3,East,2
10/18/2018,7/1/2024,12/5/2024,69,1,96,599,68,2.94,6.78,2.31,0.7,153097.0375,1,7699744,Unemployed,Married,0,South,3
11/2/2021,6/1/2024,12/6/2024,31,0.54,111,404,31,2.47,5.19,3.11,0.421539332,78230.40186,1,4266402,Retired,Single,3,South,3
10/4/2019,8/1/2023,,46,0.82,27,570,28,4.03,3.26,2.23,0.558682014,123679.9716,0,6403252,Unemployed,Single,2,East,2
2/11/2020,7/1/2022,,29,0.54,110,815,28,2.36,2.79,2.8,0.417754617,92679.30299,0,8748408,Self-Employed,Single,0,East,3
10/18/2019,3/1/2023,,41,0.8,81,870,58,2.69,6.21,3.27,0.566062071,121576.4126,0,2805518,Unemployed,Married,3,North,2
1/18/2017,8/1/2022,,67,0.77,3,891,43,2.04,4.93,3.02,0.59147379,119177.7521,0,1812461,Self-Employed,Single,1,East,1
1/16/2017,1/1/2023,7/13/2023,72,0.5,152,521,55,1.38,4,2.32,0.542453789,45815.47202,1,2250632,Self-Employed,Single,1,North,3
1/12/2017,1/1/2023,10/11/2023,72,0.42,1,603,33,1.14,4.23,2.31,0.345197828,75833.96032,1,3650235,Employed,Single,1,East,2
2/2/2017,1/1/2023,11/27/2023,71,0.49,66,530,69,1.51,5.45,2.51,0.398668735,76715.93405,1,3234805,Employed,Single,1,West,2
9/2/2017,3/1/2023,,66,0.81,0,601,22,2.21,4.66,3.39,0.592343849,158705.8596,0,6720626,Employed,Single,3,West,2
12/22/2021,12/1/2023,1/11/2024,24,0.24,9,841,50,1.76,5.17,3.09,0.301789942,22208.69665,1,2324070,Unemployed,Married,2,West,1
9/16/2016,12/1/2023,,87,0.92,7,870,49,0.1,2.03,3.14,0.669177541,106834.0934,0,4483978,Unemployed,Married,1,South,2
10/25/2015,7/1/2023,2/19/2024,93,1,142,830,39,3.32,6.29,1.93,0.7,167361.3699,1,8871917,Retired,Single,1,East,3
5/15/2015,2/1/2022,,81,1,126,638,35,2,8.78,3.98,0.578680396,161930.5404,0,7556168,Employed,Single,4,West,3
10/27/2018,6/1/2024,10/2/2024,68,1,104,683,59,2.53,5.19,3.37,0.580653506,134831.3396,1,3345704,Employed,Married,2,North,3
12/18/2015,7/1/2024,11/18/2024,103,1,93,543,28,1.41,5.78,2.24,0.675206091,124405.0209,1,2554510,Employed,Single,4,South,3
1/1/2016,2/1/2024,3/27/2024,97,0.66,101,337,61,2.58,3.49,1.42,0.567865009,134747.9346,1,7999366,Self-Employed,Divorced,1,South,3
5/7/2015,10/1/2023,,101,0.47,1,329,24,2.91,4.13,3.14,0.330217598,103782.2078,0,9887324,Unemployed,Married,3,West,2
9/2/2017,1/1/2023,10/16/2023,64,1,110,376,67,2.4,3.96,2.8,0.549618383,105250.8648,1,7227952,Employed,Widowed,0,North,3
12/16/2017,6/1/2024,7/4/2024,78,1,56,692,66,0.9,5.87,3.41,0.7,145835.5394,1,5396208,Retired,Single,2,South,2
11/21/2018,9/1/2023,7/3/2024,58,1,114,640,32,2.1,4.37,2.21,0.7,188283.8411,1,6234259,Employed,Single,2,West,3
12/13/2020,5/1/2023,,29,1,0,535,61,1.4,5.05,2.63,0.64548958,145478.7488,0,7922981,Employed,Married,0,East,2
4/21/2019,12/1/2024,9/23/2025,68,0.93,67,533,36,0.38,2.91,3.27,0.61222302,134687.7553,1,4999694,Employed,Divorced,1,North,2
3/30/2020,11/1/2024,,56,1,149,795,50,2.51,5.7,3.09,0.651512814,149344.8134,0,6876924,Employed,Married,3,South,3
3/30/2015,6/1/2023,,99,1,133,742,29,0.64,4.02,3.57,0.7,132582.0605,0,1850350,Unemployed,Single,0,East,3
12/19/2019,8/1/2024,,56,0.84,144,724,21,1.2,5.71,3.18,0.580684236,96904.48512,0,8082122,Employed,Single,0,North,3
9/1/2018,10/1/2023,8/6/2024,61,0.93,131,693,45,1.83,4.62,3.43,0.686203196,165550.9462,1,3164367,Unemployed,Single,3,West,3
7/19/2017,3/1/2022,4/20/2022,56,0.72,140,809,37,2.67,5.56,3.44,0.403268667,76141.26188,1,7695306,Retired,Married,0,West,3
6/9/2015,12/1/2023,,102,0.96,0,604,33,0.62,5.98,3.08,0.635157407,153945.429,0,1506995,Employed,Divorced,1,South,2
5/18/2015,2/1/2024,5/30/2024,105,1,129,388,65,2.08,6.06,2.66,0.643697302,172731.5899,1,4896937,Unemployed,Married,0,South,3
3/28/2016,7/1/2023,,88,0.24,76,776,29,2.76,5.49,3.52,0.269182966,11975.47402,0,6918806,Employed,Divorced,3,South,2
8/28/2016,10/1/2024,,98,0.43,0,504,21,3.04,4.64,3.79,0.359597612,51014.63195,0,2576590,Employed,Married,1,South,2
6/17/2016,10/1/2023,,88,0.09,5,652,60,2.16,2.38,2.59,0.239392189,42763.58377,0,3547500,Unemployed,Single,0,South,2
6/9/2015,10/1/2024,5/30/2025,112,1,90,728,58,1.3,4.34,2.27,0.607033161,165657.8344,1,8373372,Unemployed,Married,0,South,3
9/28/2019,8/1/2023,,47,0.79,28,796,55,0.53,5.49,2.68,0.586774574,111154.2859,0,8337895,Employed,Single,2,East,2
4/30/2017,2/1/2022,9/6/2022,58,0.23,118,597,44,1.92,4.54,2.86,0.304416821,63544.98007,1,9246673,Unemployed,Single,3,West,3
5/22/2016,3/1/2022,,70,1,3,384,39,3.96,5.3,2.03,0.7,179130.7145,0,7024293,Unemployed,Married,3,West,2
6/20/2021,6/1/2022,10/20/2022,12,0.87,0,835,31,3.85,4.21,3.05,0.604411701,140881.0539,1,4293705,Employed,Married,3,South,2
1/14/2015,6/1/2022,,89,1,6,669,49,0.7,3.85,3.57,0.7,136996.7954,0,8587973,Unemployed,Married,1,West,2
6/2/2019,1/1/2022,3/20/2022,31,1,96,424,34,1.16,5,4.18,0.60980686,146731.0259,1,4434078,Employed,Single,0,East,3
9/21/2015,7/1/2022,6/3/2023,82,0.83,132,306,57,2.51,4.2,2.82,0.48690219,135227.7349,1,6779277,Employed,Married,2,East,3
2/9/2017,4/1/2022,3/13/2023,62,1,124,383,38,1.52,4.65,2.15,0.7,151228.1034,1,1344855,Unemployed,Single,1,West,3
2/19/2020,12/1/2024,,58,0.92,19,802,68,2.63,5,3.76,0.655721985,161779.1436,0,1118834,Self-Employed,Single,3,West,2
9/3/2020,3/1/2022,,18,0.04,6,498,29,3.71,4.55,3.2,0.230925634,2000,0,7579137,Employed,Married,1,North,2
3/12/2021,6/1/2022,2/18/2023,15,0.72,16,672,67,3.49,4.9,3.33,0.477329856,83114.72942,1,9650699,Retired,Single,2,South,2
7/16/2019,10/1/2024,,63,0.56,80,351,55,1.52,4.97,2.82,0.483995107,92617.42223,0,4099555,Self-Employed,Married,3,North,2
5/1/2016,2/1/2024,,93,0.78,0,570,29,2.94,5.01,2.72,0.672440892,112169.1117,0,7439522,Self-Employed,Married,3,West,2
8/31/2020,11/1/2023,5/24/2024,39,0.73,2,604,24,0.8,6.82,3.27,0.57248528,101959.0277,1,6439381,Employed,Married,4,East,2
4/6/2016,6/1/2022,3/14/2023,74,0.6,164,468,38,2.99,4.17,2.23,0.493829075,59638.86562,1,7105525,Employed,Divorced,0,West,3
9/11/2015,9/1/2024,6/24/2025,108,1,0,878,35,1.57,5.42,2.55,0.7,155390.9169,1,4346145,Retired,Married,1,South,2
8/3/2019,11/1/2024,,63,0.52,121,523,69,1.42,3.99,2.98,0.357455927,81944.89784,0,3353847,Employed,Married,1,North,3
9/16/2021,10/1/2023,8/21/2024,25,0.49,105,774,65,2.15,6.64,3.19,0.487278647,91569.57964,1,9369066,Employed,Married,4,South,3
9/27/2018,4/1/2024,,67,1,130,634,48,2.65,4.9,3.44,0.669457118,156378.1227,0,6919359,Unemployed,Married,2,West,3
2/9/2018,10/1/2024,3/6/2025,80,1,157,384,32,0.63,2.14,3.55,0.7,152347.9184,1,1880412,Unemployed,Widowed,4,East,3
8/1/2019,11/1/2022,4/26/2023,39,0.53,127,549,58,1.94,4.84,3.91,0.363348285,108040.0127,1,6542511,Employed,Single,1,North,3
9/5/2017,1/1/2022,9/15/2022,52,1,3,852,37,1.27,6.58,3.61,0.641027017,128750.6539,1,6185773,Employed,Single,0,North,2
9/5/2021,6/1/2023,4/18/2024,21,1,83,420,53,3.31,6.98,3.13,0.7,165727.7844,1,6416775,Retired,Married,2,North,2
10/15/2021,9/1/2022,,11,1,110,387,46,3.05,5.3,3.46,0.682634886,121577.0567,0,5228087,Self-Employed,Single,4,South,3
11/5/2016,9/1/2022,,70,0.05,30,839,31,3.03,4.58,2.76,0.250163774,2000,0,4880323,Self-Employed,Single,1,South,2
8/3/2020,6/1/2024,2/1/2025,46,0.9,112,333,64,1.66,5.38,3.35,0.641088467,115746.8573,1,4674515,Unemployed,Single,1,South,3
6/6/2019,6/1/2023,,48,0.44,90,535,32,1.63,4.86,2.61,0.299905111,86638.85071,0,3255363,Self-Employed,Divorced,1,West,3
2/14/2019,9/1/2022,,43,1,90,427,54,3.51,6.66,2.79,0.7,153691.7953,0,6219574,Employed,Married,3,North,3
9/2/2017,5/1/2024,12/29/2024,80,1,132,408,42,0.83,7.13,2.93,0.670505384,154729.9351,1,7714301,Employed,Married,2,North,3
4/27/2015,7/1/2024,8/2/2024,111,1,109,312,25,2.71,4.82,3.41,0.7,132865.3402,1,3857281,Unemployed,Married,1,South,3
7/3/2020,5/1/2023,,34,0.47,135,477,37,0.58,4.32,2.82,0.409760543,69506.13008,0,6897498,Retired,Divorced,3,West,3
5/16/2020,4/1/2024,3/12/2025,47,0.32,90,454,65,2.51,5.36,2.87,0.248844089,37730.69393,1,5975045,Employed,Divorced,2,West,3
1/4/2018,7/1/2022,,54,0.43,7,874,55,2.05,2.75,2.22,0.394714738,77169.1003,0,3189921,Retired,Divorced,2,East,1
11/17/2017,7/1/2023,5/12/2024,68,1,96,710,28,2.25,6.04,3.81,0.7,135178.1773,1,7216204,Retired,Married,4,North,3
10/12/2019,1/1/2024,4/11/2024,51,0.62,110,485,47,1.76,7.58,3.69,0.515649323,124595.8873,1,8385034,Unemployed,Married,2,South,3
5/14/2021,2/1/2022,,9,1,5,874,63,1.87,6.03,2.74,0.697124112,121488.391,0,3234489,Employed,Single,4,West,2
1/3/2015,10/1/2024,9/17/2025,117,0.92,125,800,54,3.12,5.82,3.64,0.7,126869.6034,1,3409409,Employed,Widowed,3,North,3
11/8/2019,1/1/2022,12/26/2022,26,1,125,402,60,3.65,6.66,3.1,0.7,188544.0102,1,1787494,Employed,Married,4,North,3
11/5/2017,11/1/2023,,72,0.04,14,817,41,2.71,3.26,3.7,0.182476712,2297.225041,0,5472471,Unemployed,Divorced,4,South,1
1/19/2020,1/1/2023,,36,0.95,1,832,67,1.63,6.3,3.54,0.617918741,121202.4267,0,8022336,Employed,Married,1,East,2
12/6/2016,9/1/2023,,81,1,139,662,41,2.58,5.33,3.22,0.7,159381.4313,0,9457411,Self-Employed,Married,4,East,3
7/17/2018,7/1/2024,12/29/2024,72,0.5,107,361,58,1.37,2.41,2.53,0.476772171,70492.15516,1,3704999,Employed,Married,1,North,3
6/21/2015,5/1/2022,3/5/2023,83,1,3,779,26,2.22,3.55,2.98,0.658196892,138282.5949,1,1328821,Employed,Married,0,East,2
3/2/2015,7/1/2024,,112,1,0,680,29,3.14,5.3,3.28,0.7,133082.5838,0,3100021,Employed,Married,2,East,2
7/20/2021,12/1/2022,,17,0.63,90,753,24,2.02,7.87,3.22,0.491914699,154867.4721,0,8996198,Unemployed,Single,0,East,3
9/24/2021,4/1/2023,8/9/2023,19,0.92,5,763,49,0.79,4.53,3.34,0.611611524,137968.962,1,1164074,Employed,Single,2,South,2
10/2/2017,5/1/2022,,55,1,90,650,41,1.31,5.26,3.35,0.7,116488.6528,0,5980249,Employed,Divorced,1,East,3
6/5/2020,5/1/2024,,47,0.2,3,688,37,1.55,4.14,2.94,0.245660288,64874.19518,0,8130030,Retired,Single,2,North,2
9/26/2020,7/1/2024,12/20/2024,46,0.69,108,774,44,2.7,8.36,2.6,0.567475744,120721.4181,1,9430664,Employed,Married,0,South,3
1/23/2018,9/1/2023,,68,1,180,423,53,2.45,5.36,3.19,0.685412068,139670.6714,0,5539170,Unemployed,Divorced,1,West,3
11/25/2017,10/1/2024,,83,0.52,90,466,29,2.15,5.3,2.85,0.433008693,64337.61823,0,1208944,Employed,Divorced,3,East,3
4/10/2016,5/1/2024,,97,0.03,1,730,50,1.84,2.87,3.09,0.19117801,22969.45592,0,6594176,Unemployed,Single,1,West,1
9/28/2016,4/1/2023,,79,0.38,0,698,44,2,7.44,3.66,0.373544853,57061.63345,0,4147887,Self-Employed,Married,2,East,2
5/2/2020,9/1/2022,,28,1,10,661,28,1.51,4.84,2.14,0.600223411,116480.4436,0,7841300,Employed,Single,2,East,2
8/29/2017,12/1/2023,,76,1,4,605,61,2.14,4.03,3.42,0.643937813,190744.7993,0,1125438,Self-Employed,Single,1,North,2
11/19/2018,3/1/2022,,40,0.61,54,706,34,1.15,5.24,2.48,0.531970499,87820.19076,0,9537333,Self-Employed,Married,3,North,2
4/23/2020,7/1/2023,,39,0.49,120,332,27,3.55,5.42,2.97,0.412893171,108411.4347,0,6155872,Unemployed,Married,1,West,3
8/31/2017,2/1/2022,,54,0.02,0,336,58,0.56,4.58,3.82,0.15,33568.69916,0,7717526,Employed,Married,1,North,2
